playerID,G,W,SO,PCT,ERA,WHIP,HOF_member
buehrma01,231,103,906,0.5819209039548022,3.7878723853792517,1.2550179590111978,0
bumgama01,183,85,1130,0.5944055944055944,3.035866780529462,1.1110162254483347,0
colege01,159,74,1010,0.6115702479338843,3.3704206241519676,1.1794436906377206,0
cuetojo01,194,85,995,0.5985915492957746,3.269793103448276,1.1900689655172414,0
darviyu01,139,57,1070,0.5588235294117647,3.487199082919373,1.1899121131066106,0
greinza01,235,75,1127,0.5067567567567568,3.816753926701571,1.2541884816753928,0
hallaro01,165,67,702,0.6320754716981132,3.887482900136799,1.29890560875513,0
hamelco01,212,91,1307,0.6026490066225165,3.3406779661016945,1.1382566585956415,0
harenda01,196,79,1035,0.5602836879432624,3.609782608695652,1.1779891304347825,0
hernafe02,205,85,1264,0.5592105263157895,3.241296518607443,1.2237695078031212,0
hudsoti01,212,106,1014,0.6883116883116883,3.329455560725919,1.2389483480688692,0
kershcl01,211,98,1445,0.6666666666666666,2.4812575574365177,1.0585247883917777,0
klubeco01,198,96,1418,0.6357615894039735,3.069910371318822,1.0670934699103714,0
kurodhi01,212,79,986,0.5,3.44579226686884,1.1721000758150113,0
lackejo01,207,91,1062,0.5909090909090909,3.8115249119275285,1.310518369401107,0
leecl02,160,76,719,0.6608695652173913,4.150259067357513,1.3139896373056994,0
lestejo01,188,85,1060,0.6390977443609023,3.760963026655202,1.3061049011177988,0
linceti01,221,89,1510,0.559748427672956,3.4618654073199524,1.2425029515938606,0
lowede01,221,94,810,0.573170731707317,4.0,1.2945205479452055,0
oswalro01,221,112,1170,0.6746987951807228,3.0693396226415097,1.2007075471698114,0
pettian01,228,115,998,0.6388888888888888,3.9919521729133134,1.398252471832605,0
priceda01,213,104,1360,0.65,3.101564324071912,1.1340182115339714,0
quintjo01,218,70,1146,0.5072463768115942,3.595890410958904,1.2496194824961948,0
riverma01,19,5,51,0.625,5.507462686567164,1.507462686567164,0
sabatcc01,219,100,1142,0.6134969325153374,3.826973216401991,1.2671249111163783,0
salech01,208,99,1678,0.6265822784810127,2.911383285302594,1.0244956772334295,0
santajo01,221,91,1317,0.6893939393939394,2.9885496183206106,1.0436205016357687,0
scherma01,207,91,1321,0.6453900709219859,3.580150618612157,1.219203873050027,0
sheetbe01,190,73,1048,0.4965986394557823,3.827866630523177,1.209270805096232,0
vazquja01,224,78,1226,0.5,4.2624941616067265,1.2758056982718358,0
verlaju01,199,107,1215,0.6524390243902439,3.5375063355296503,1.1943740496705526,0
wainwad01,217,117,1234,0.6428571428571429,2.9863450159308145,1.162039144287665,0
weaveje02,207,102,1119,0.6623376623376623,3.237818732643272,1.1436505932845242,0
zambrca01,225,95,1168,0.6168831168831169,3.4118360417171965,1.2798932815910746,0
